crop,region,rainfall_mm,avg_temp_c,N_kg_ha,P_kg_ha,K_kg_ha,soil_ph,area_acres,yield_quintal_per_acre
Maize,West Bengal,371.5,30.1,52.8,31.9,26.7,6.65,1.23,13.32
Rice,Madhya Pradesh,825.5,38.7,65.0,86.2,59.1,5.57,3.4,14.67
Maize,Maharashtra,214.0,30.0,102.4,79.5,27.9,7.0,9.83,15.38
Rice,Punjab,1393.1,24.4,172.0,28.2,42.8,6.46,1.06,19.06
Wheat,Punjab,548.9,28.0,81.0,59.4,62.5,6.15,4.67,15.3
Wheat,Madhya Pradesh,198.9,24.6,99.8,51.6,59.6,7.42,2.58,16.19
Maize,Maharashtra,666.9,30.1,132.5,90.9,18.4,6.51,6.21,15.44
Wheat,Punjab,651.6,29.0,114.5,57.8,30.3,7.62,1.55,18.12
Maize,Punjab,917.3,21.6,163.5,58.3,35.3,6.15,6.12,17.29
Maize,Uttar Pradesh,277.9,23.8,55.9,96.1,28.2,5.27,5.36,13.13
Rice,Madhya Pradesh,1176.1,27.8,155.1,46.8,41.1,6.14,0.71,21.37
Rice,Madhya Pradesh,1492.3,41.6,75.3,82.9,19.0,6.28,7.94,16.53
Rice,Madhya Pradesh,447.7,29.6,71.4,62.2,15.3,4.76,7.41,15.5
Maize,Madhya Pradesh,644.1,31.0,62.6,69.9,61.5,6.02,6.01,15.37
Rice,Bihar,488.3,40.9,138.2,87.6,30.0,5.88,7.55,17.55
Maize,Uttar Pradesh,1024.6,19.2,133.9,95.2,29.7,7.09,9.43,15.3
Maize,Madhya Pradesh,696.7,25.4,145.7,88.5,29.6,7.46,3.86,18.11
Rice,Bihar,1117.0,19.3,124.2,36.2,46.5,4.8,9.82,19.12
Rice,Bihar,1150.8,20.4,170.2,62.5,33.8,5.93,3.48,22.13
Rice,Maharashtra,1977.6,30.4,115.1,62.7,51.6,4.85,5.4,17.79
Rice,Madhya Pradesh,1166.2,27.2,78.9,71.8,29.8,6.01,9.27,20.6
Maize,Maharashtra,224.6,18.3,94.9,78.0,40.0,6.85,7.41,16.44
Rice,Bihar,584.6,21.5,158.9,54.4,16.5,4.72,5.0,15.45
Wheat,Bihar,511.4,20.6,44.4,39.3,16.6,6.41,6.4,14.78
Rice,Punjab,1854.0,24.0,144.5,87.7,58.2,5.67,6.27,15.23
Rice,Maharashtra,1756.8,20.1,69.0,72.8,15.2,7.1,4.08,12.51
Maize,Bihar,1003.2,18.1,50.5,74.0,49.9,5.04,2.47,12.68
Wheat,Bihar,797.8,17.6,54.6,49.5,43.3,7.02,8.44,14.65
Rice,Madhya Pradesh,1116.2,20.1,151.2,86.9,15.1,6.16,7.76,18.77
Rice,Uttar Pradesh,1855.1,33.5,58.3,78.0,50.6,6.55,4.22,16.56
Rice,Punjab,662.1,31.4,52.3,82.4,61.1,6.71,5.84,11.93
Wheat,Punjab,841.0,15.8,49.4,56.2,27.3,6.52,4.83,15.83
Wheat,West Bengal,248.4,17.5,46.9,66.4,48.3,5.28,3.69,13.87
Wheat,Uttar Pradesh,541.3,12.8,124.9,71.1,45.2,7.45,1.63,20.38
Wheat,Uttar Pradesh,203.1,17.8,68.5,29.6,51.7,5.77,2.62,13.99
Maize,Bihar,373.7,26.8,166.5,29.1,57.5,7.15,1.23,14.04
Wheat,Madhya Pradesh,222.2,25.9,48.6,61.1,22.6,5.75,2.72,13.01
Rice,West Bengal,667.9,21.4,172.9,51.1,33.5,6.48,5.75,16.56
Rice,West Bengal,1214.9,27.4,180.1,71.0,62.5,4.97,8.58,18.8
Rice,West Bengal,1344.6,19.9,120.7,47.7,18.2,6.28,7.45,20.19
Rice,Punjab,1190.9,23.3,155.4,72.3,25.3,5.79,4.9,21.14
Rice,Punjab,1419.9,29.6,95.0,59.5,63.5,5.45,5.44,21.1
Wheat,Bihar,523.1,12.8,119.1,84.7,31.4,5.26,9.48,15.55
Wheat,Punjab,568.6,14.2,111.4,65.9,56.2,7.66,0.97,17.44
Rice,Madhya Pradesh,1579.9,40.0,150.6,58.7,50.9,5.7,8.0,22.72
Rice,West Bengal,1451.4,23.9,93.3,70.2,42.4,5.59,2.09,25.34
Rice,Punjab,1057.4,21.0,162.6,20.0,16.9,5.58,7.03,16.64
Rice,Maharashtra,937.6,38.2,118.0,50.6,45.9,5.57,5.37,22.82
Maize,Uttar Pradesh,570.4,23.3,44.3,43.8,64.4,7.48,0.96,16.95
Rice,Punjab,662.7,36.6,131.3,25.0,19.9,6.24,5.93,17.72
Maize,West Bengal,767.6,23.6,60.2,66.4,34.3,6.63,1.35,18.13
Maize,Bihar,324.1,30.3,154.9,71.2,35.2,4.99,8.21,14.25
Wheat,Uttar Pradesh,173.8,29.3,127.4,49.9,36.1,7.49,8.42,16.26
Maize,Maharashtra,662.4,21.8,131.3,84.0,25.6,6.2,1.58,22.07
Wheat,West Bengal,905.9,15.7,42.8,39.8,34.8,6.83,1.15,12.61
Wheat,Bihar,463.6,24.2,58.1,35.6,37.5,7.23,3.29,16.24
Wheat,Madhya Pradesh,783.3,22.8,174.8,42.3,34.3,8.18,1.52,12.99
Maize,Punjab,312.1,28.0,72.0,52.3,14.2,6.12,1.72,14.19
Rice,Punjab,1244.2,40.8,129.5,57.0,35.9,5.82,2.49,24.82
Wheat,West Bengal,480.7,13.5,164.4,23.9,26.2,7.06,7.17,13.83
Wheat,Uttar Pradesh,269.4,13.5,76.4,58.1,52.7,7.79,7.64,12.78
Wheat,Uttar Pradesh,754.0,25.5,167.0,83.9,53.7,5.7,3.48,13.33
Rice,Bihar,751.4,32.7,128.8,60.5,23.5,6.46,1.2,19.99
Wheat,Maharashtra,233.8,15.3,70.6,85.3,31.9,7.73,5.04,11.91
Maize,Madhya Pradesh,542.9,15.6,64.0,58.0,26.3,4.81,5.69,13.18
Rice,Punjab,1946.8,35.3,85.0,65.6,56.4,5.85,8.29,18.23
Wheat,West Bengal,553.3,25.1,54.8,80.0,50.5,5.48,9.82,15.05
Wheat,West Bengal,591.4,29.9,81.4,56.4,55.1,7.28,7.64,14.5
Wheat,West Bengal,592.7,11.5,140.0,56.0,57.6,7.25,0.54,17.51
Rice,Uttar Pradesh,1879.0,30.3,72.1,40.5,21.0,6.95,0.98,14.01
Rice,Punjab,1844.8,43.3,135.4,74.6,39.8,6.93,6.62,15.93
Wheat,Uttar Pradesh,288.3,23.3,150.1,73.7,43.8,5.37,0.66,15.35
Wheat,West Bengal,796.4,17.7,112.3,89.2,35.3,7.64,5.5,15.03
Rice,Madhya Pradesh,1538.1,31.3,114.0,46.8,44.6,7.05,7.99,21.6
Maize,Bihar,387.2,25.6,136.7,57.7,34.8,6.42,6.17,17.51
Rice,Uttar Pradesh,850.0,41.5,59.9,68.1,55.5,5.26,3.12,16.09
Wheat,Uttar Pradesh,542.9,23.6,101.5,50.3,53.9,6.05,6.42,19.7
Maize,Punjab,1111.9,30.1,72.6,44.6,27.4,7.53,2.83,10.21
Maize,Madhya Pradesh,927.6,33.4,96.6,51.3,22.7,6.11,6.71,15.7
Wheat,West Bengal,773.0,19.5,90.3,66.5,34.7,6.85,3.14,17.7
Maize,West Bengal,656.0,17.3,71.7,37.2,54.9,6.04,5.75,15.57
Maize,Uttar Pradesh,355.4,24.6,84.4,60.2,63.5,5.75,2.55,15.56
Maize,Maharashtra,1061.6,16.0,151.8,96.2,49.1,4.86,8.54,12.02
Rice,Uttar Pradesh,1586.9,24.8,140.7,87.3,18.7,5.48,2.73,17.14
Rice,Madhya Pradesh,1738.8,34.1,171.9,89.7,16.2,5.78,5.7,13.9
Rice,Madhya Pradesh,1678.2,32.7,154.5,58.5,57.6,6.65,1.43,17.9
Maize,Maharashtra,787.8,21.3,95.0,68.0,46.0,7.46,4.23,21.52
Rice,Madhya Pradesh,1780.3,25.7,151.3,43.3,61.0,5.34,1.81,16.75
Maize,Bihar,566.7,24.7,57.0,63.3,47.5,5.62,6.68,19.4
Wheat,Punjab,866.9,31.2,41.4,89.1,20.2,6.79,2.84,10.16
Rice,Uttar Pradesh,1817.8,39.0,138.7,73.2,27.5,6.26,0.86,16.5
Rice,Punjab,767.4,30.2,141.8,40.4,52.6,6.23,7.98,18.76
Rice,Punjab,1159.6,31.8,78.0,63.5,17.6,5.51,8.14,23.35
Rice,Uttar Pradesh,1067.9,34.5,99.6,32.4,15.5,5.68,6.67,20.72
Maize,Punjab,539.8,32.0,43.6,45.8,61.7,5.12,4.28,13.72
Wheat,West Bengal,844.8,17.1,112.1,81.2,37.1,7.72,4.74,15.03
Maize,West Bengal,984.3,31.8,137.5,58.5,28.4,5.66,1.76,14.22
Rice,West Bengal,945.2,26.6,93.8,26.7,22.5,6.46,4.2,19.55
Maize,Madhya Pradesh,670.3,21.8,82.5,100.6,54.1,7.47,7.47,18.8
Wheat,West Bengal,544.2,22.3,132.2,43.3,19.1,8.0,9.55,17.86
Maize,West Bengal,319.2,32.3,100.5,39.3,27.9,5.14,9.34,13.02
Wheat,Madhya Pradesh,302.7,25.1,101.9,49.4,58.6,7.49,5.44,17.38
Rice,Madhya Pradesh,836.4,43.0,151.4,88.7,56.7,5.03,5.5,14.44
Wheat,Uttar Pradesh,253.4,26.1,120.6,64.2,63.7,6.2,8.11,16.99
Rice,Punjab,1111.1,26.0,153.4,88.0,58.6,5.06,7.88,18.12
Wheat,Maharashtra,698.4,18.0,145.8,80.9,31.4,7.62,1.71,14.88
Wheat,Bihar,578.0,29.1,74.2,32.1,32.3,5.56,9.49,12.48
Rice,Punjab,417.2,36.3,76.4,56.2,19.7,7.11,1.69,15.81
Maize,Maharashtra,924.6,22.4,175.4,103.0,43.9,5.35,7.86,16.51
Maize,Maharashtra,271.4,30.2,91.2,97.9,20.0,5.28,7.85,10.41
Rice,Uttar Pradesh,1525.7,31.3,105.9,70.4,45.1,5.89,1.7,24.08
Wheat,Maharashtra,820.0,11.8,118.7,55.7,15.9,5.37,0.71,13.12
Maize,Bihar,231.4,20.3,158.8,88.6,23.2,6.63,9.27,13.45
Wheat,Punjab,657.9,12.2,163.7,56.6,23.0,6.13,8.11,15.53
Maize,Maharashtra,1057.0,24.9,70.5,79.9,49.8,4.87,7.09,15.82
Wheat,Maharashtra,454.1,20.8,95.4,47.5,19.9,7.83,6.29,16.98
Rice,Punjab,1921.0,24.7,55.7,87.9,21.9,5.16,3.27,13.78
Maize,Uttar Pradesh,483.4,23.1,149.7,67.1,23.6,5.2,3.36,19.3
Wheat,West Bengal,702.0,20.1,93.0,51.3,53.2,7.48,4.6,17.94
Rice,Uttar Pradesh,1931.1,32.2,91.2,23.2,19.7,5.02,3.97,16.21
Rice,Madhya Pradesh,978.5,40.1,160.1,27.7,49.4,5.65,10.0,20.07
Wheat,Bihar,811.2,12.6,75.4,62.2,17.1,6.83,6.05,12.17
Rice,Bihar,817.0,25.2,110.9,31.5,63.1,5.78,3.85,20.46
Maize,Madhya Pradesh,795.8,20.0,150.9,61.9,50.0,6.61,4.78,19.31
Wheat,Madhya Pradesh,298.8,24.2,46.5,57.7,51.8,5.21,3.67,13.08
Wheat,West Bengal,252.8,26.8,127.7,46.8,60.9,7.18,9.33,14.49
Rice,Bihar,1463.1,34.6,119.1,37.4,55.3,4.86,6.51,19.31
Maize,Uttar Pradesh,631.9,15.3,117.7,48.3,43.1,5.2,5.08,18.58
Rice,Bihar,1514.1,39.9,151.2,80.9,52.8,6.42,0.6,18.99
Rice,Punjab,1466.4,32.8,132.3,26.0,35.2,4.78,5.19,22.01
Rice,Madhya Pradesh,1362.1,35.1,101.8,51.8,49.8,4.83,5.63,22.43
Rice,West Bengal,582.4,30.6,113.8,56.1,36.3,7.14,5.12,20.49
Maize,Madhya Pradesh,204.2,30.7,119.3,100.6,31.2,5.77,8.48,13.45
Maize,Bihar,773.0,33.2,135.3,48.4,17.1,5.64,3.28,17.63
Rice,Punjab,1138.8,41.7,80.9,68.2,16.8,7.04,9.82,16.74
Rice,Bihar,668.7,39.6,52.0,88.6,44.0,5.96,8.55,14.26
Rice,Bihar,1913.0,35.3,74.1,49.8,24.8,4.99,4.11,16.71
Maize,West Bengal,430.4,28.9,172.4,89.3,30.3,6.05,2.85,15.32
Maize,Bihar,765.8,27.1,157.9,45.9,19.7,5.24,9.4,17.09
Maize,Punjab,662.8,21.9,45.7,89.0,55.2,6.16,8.47,15.83
Maize,Uttar Pradesh,715.4,31.4,81.0,50.3,42.1,4.8,4.1,14.85
Wheat,Bihar,825.7,10.6,131.1,26.7,55.3,7.87,6.36,13.58
Wheat,Madhya Pradesh,262.3,18.1,53.5,59.8,62.8,7.17,6.45,13.72
Wheat,Bihar,435.3,28.0,115.7,53.2,57.8,6.56,4.44,15.44
Rice,Madhya Pradesh,861.2,34.5,47.5,44.2,49.2,5.11,2.6,17.68
Rice,Maharashtra,466.6,41.5,121.6,55.8,14.5,6.9,5.67,15.58
Maize,West Bengal,476.1,24.9,138.6,49.1,34.6,5.34,3.28,21.19
Wheat,Uttar Pradesh,558.6,22.5,88.0,39.3,21.7,5.54,7.26,14.32
Wheat,Punjab,810.3,13.0,140.2,49.6,43.5,5.17,0.5,17.17
Rice,Uttar Pradesh,1103.4,29.8,81.2,51.2,49.0,4.77,8.05,21.75
Maize,West Bengal,422.2,23.2,164.7,85.8,30.2,5.59,9.88,15.44
Wheat,Punjab,783.9,18.9,52.9,46.5,31.8,7.13,6.7,13.74
Maize,Uttar Pradesh,310.0,15.8,180.1,38.3,31.1,6.2,4.06,12.97
Rice,Madhya Pradesh,1546.1,31.3,132.7,85.3,19.1,5.46,1.19,21.2
Rice,Madhya Pradesh,984.2,30.0,99.6,29.1,16.0,4.76,3.83,19.92
Rice,Uttar Pradesh,1605.8,38.4,95.4,57.6,15.7,5.62,5.01,20.38
Rice,Bihar,530.0,23.9,165.3,22.7,51.6,5.4,4.8,15.24
Rice,Maharashtra,1416.0,32.4,149.9,45.7,26.7,7.03,5.83,20.59
Rice,Bihar,1292.7,21.8,63.6,79.4,64.4,6.05,8.47,19.34
Rice,Madhya Pradesh,557.7,32.3,58.0,73.4,39.9,6.47,8.76,16.7
Wheat,Maharashtra,718.8,15.0,59.5,72.6,48.4,5.96,7.59,16.96
Rice,Maharashtra,2012.3,24.7,44.2,43.4,50.1,4.82,3.92,14.56
Rice,West Bengal,718.9,33.1,164.7,46.6,19.2,6.68,5.08,15.29
Rice,West Bengal,1175.7,34.8,164.8,53.9,41.1,5.79,1.19,21.52
Rice,Uttar Pradesh,1693.7,39.6,48.1,75.2,33.2,5.43,2.14,14.94
Rice,Maharashtra,1806.2,40.0,92.9,30.9,44.6,4.97,3.97,13.94
Maize,West Bengal,774.3,30.9,136.8,92.9,51.9,6.72,1.78,17.2
Maize,Punjab,433.4,19.8,155.2,97.8,41.3,4.73,3.88,14.2
Maize,Maharashtra,1042.5,29.5,41.1,31.0,64.9,6.9,6.45,11.93
Rice,Maharashtra,850.9,27.8,100.4,82.4,27.8,6.89,4.55,18.27
Maize,West Bengal,491.7,25.9,182.0,88.0,61.1,6.72,8.84,17.16
Maize,Madhya Pradesh,520.4,27.1,117.7,68.8,22.0,5.57,7.25,21.05
Maize,Bihar,595.9,15.9,40.1,60.2,52.0,6.0,5.42,16.87
Wheat,Uttar Pradesh,647.9,13.8,94.1,34.8,47.2,5.45,4.75,17.91
Rice,Punjab,1848.3,32.8,144.4,41.0,32.9,5.68,7.72,18.15
Rice,Madhya Pradesh,882.0,35.2,169.3,34.4,41.6,6.41,9.55,18.48
Wheat,Uttar Pradesh,523.7,29.8,167.9,33.2,49.0,5.78,8.32,13.95
Maize,Madhya Pradesh,271.8,19.7,153.8,96.6,53.2,7.37,5.82,12.54
Rice,Bihar,1026.2,31.6,82.2,24.3,32.8,5.31,4.17,17.56
Maize,West Bengal,495.1,24.6,141.5,65.5,25.8,7.12,9.79,22.13
Maize,Bihar,565.0,15.6,60.6,27.0,15.3,5.21,7.56,14.07
Rice,Madhya Pradesh,1165.9,21.8,80.9,56.2,56.7,5.1,6.32,18.55
Wheat,Maharashtra,816.5,28.3,102.8,32.0,43.4,7.06,5.47,14.09
Rice,Madhya Pradesh,1259.4,34.2,98.0,73.2,31.0,5.49,1.71,24.66
Wheat,West Bengal,226.5,21.4,73.7,68.4,52.1,7.77,9.93,14.61
Maize,Uttar Pradesh,727.3,20.4,160.1,33.2,43.7,6.45,0.51,14.93
Wheat,Bihar,606.8,29.0,111.2,31.2,23.2,5.6,9.42,15.44
Rice,Madhya Pradesh,589.3,21.0,51.0,82.1,62.1,4.79,7.72,12.77
Wheat,Madhya Pradesh,341.7,20.4,73.8,68.9,29.7,5.58,1.94,15.05
Wheat,West Bengal,288.6,28.1,99.0,82.1,17.1,5.45,0.88,12.14
Maize,Punjab,773.4,30.3,78.4,85.5,17.7,6.57,9.99,15.37
Rice,Uttar Pradesh,1727.0,39.6,77.0,42.9,26.4,5.86,6.99,14.29
Maize,Bihar,1044.0,25.1,140.2,86.4,51.5,6.17,8.41,17.75
Maize,Maharashtra,1045.1,20.8,131.2,74.3,59.3,6.03,2.31,16.77
Wheat,Uttar Pradesh,780.1,22.4,108.8,90.5,50.8,8.1,1.18,15.2
Maize,West Bengal,340.5,28.8,142.8,83.4,31.6,6.91,8.35,14.45
Rice,Punjab,913.5,21.3,170.9,56.4,45.8,5.56,3.12,20.31
Wheat,West Bengal,536.8,26.5,79.8,67.5,14.3,5.33,6.43,13.54
Maize,Punjab,875.9,16.6,148.0,64.7,58.2,7.61,2.69,14.67
Wheat,Uttar Pradesh,797.3,18.3,60.0,48.5,63.1,5.78,2.16,14.04
Maize,Uttar Pradesh,782.1,31.2,142.8,101.2,39.6,7.55,8.92,18.54
Maize,Bihar,740.2,20.2,84.6,53.7,44.1,7.64,3.52,16.96
Wheat,Madhya Pradesh,228.4,14.6,75.2,27.9,25.7,5.47,4.09,11.92
Wheat,Punjab,204.3,13.8,160.4,78.8,53.9,7.04,7.37,12.49
Wheat,Madhya Pradesh,874.0,29.3,146.4,21.4,38.5,7.92,4.62,12.06
Maize,Madhya Pradesh,404.4,30.2,76.3,31.6,30.9,7.5,7.09,13.11
Rice,Punjab,563.0,34.3,126.9,66.2,53.4,5.48,9.23,16.56
Maize,Uttar Pradesh,778.4,24.0,144.1,30.1,59.0,5.21,0.7,21.07
Rice,Madhya Pradesh,960.6,42.0,136.8,89.2,35.3,6.01,5.13,22.31
Rice,Madhya Pradesh,1040.4,39.2,59.7,50.4,49.2,6.82,4.01,17.63
Rice,Uttar Pradesh,972.8,21.5,141.4,82.0,60.2,6.85,4.79,18.41
Wheat,Punjab,906.9,11.4,74.8,62.4,35.2,7.11,6.07,14.24
Maize,Punjab,1072.8,19.8,102.7,95.6,34.7,7.56,2.4,14.21
Maize,Maharashtra,385.2,20.2,158.9,31.6,59.0,7.62,3.18,13.21
Rice,Bihar,774.1,42.1,40.6,30.2,26.6,5.17,2.64,12.52
Wheat,Uttar Pradesh,520.0,26.4,160.4,27.0,36.5,7.92,4.53,16.13
Rice,Uttar Pradesh,1998.0,34.0,113.9,76.7,27.2,6.7,0.53,18.92
Wheat,West Bengal,884.3,24.1,167.7,90.4,46.7,7.56,0.8,13.22
Maize,Bihar,764.2,19.1,111.0,61.3,29.8,6.9,3.05,21.11
Rice,Maharashtra,981.8,26.9,75.0,88.3,57.9,6.06,4.32,17.68
Rice,Uttar Pradesh,499.3,38.2,112.8,43.9,47.8,6.24,9.43,18.77
Rice,Uttar Pradesh,442.8,40.7,131.6,74.2,54.0,5.72,8.09,17.76
Rice,Maharashtra,1844.5,43.7,71.8,40.4,26.8,5.33,6.03,13.07
Wheat,Uttar Pradesh,425.3,23.6,60.9,28.4,26.7,7.43,3.98,14.6
Maize,Uttar Pradesh,322.1,26.2,41.8,42.7,45.1,4.84,4.08,14.1
Maize,Punjab,529.6,27.6,120.3,71.2,38.5,6.13,9.08,23.7
Maize,Madhya Pradesh,907.5,20.4,180.8,91.8,59.2,7.26,9.36,12.72
Maize,Bihar,835.0,17.3,66.3,24.9,56.2,4.79,6.51,12.05
Wheat,West Bengal,489.4,20.8,71.3,48.6,17.2,7.8,0.72,15.71
Wheat,Maharashtra,609.6,28.3,145.2,49.4,24.6,8.01,5.88,15.61
Rice,Madhya Pradesh,995.2,23.4,111.0,21.8,30.7,6.35,1.53,23.28
Rice,Bihar,2064.9,22.3,85.3,71.5,40.0,4.78,2.04,15.21
Rice,Maharashtra,1698.5,36.6,125.3,59.7,51.5,7.15,6.0,19.81
Wheat,West Bengal,240.0,26.7,137.9,59.9,55.8,7.78,4.85,16.27
Rice,Punjab,479.3,33.0,121.7,75.8,21.6,5.12,7.65,16.37
Wheat,Bihar,361.1,25.0,147.8,52.4,38.4,5.52,7.17,15.67
Rice,Uttar Pradesh,936.6,21.3,101.8,87.0,25.6,6.35,0.97,21.17
Rice,Bihar,1531.4,28.0,99.8,76.7,64.2,6.07,1.25,20.33
Wheat,Madhya Pradesh,644.8,24.0,74.2,75.8,18.7,7.68,2.51,16.72
Rice,Maharashtra,1715.7,29.0,161.9,69.5,18.8,7.09,7.73,15.68
Maize,Madhya Pradesh,440.0,27.7,163.0,25.9,30.6,5.38,4.51,15.27
Maize,Bihar,821.2,18.7,59.6,52.5,21.4,6.4,7.94,16.21
Maize,Uttar Pradesh,391.9,14.7,58.5,45.6,47.3,5.77,1.62,14.47
Wheat,Madhya Pradesh,645.4,16.0,112.0,21.6,20.6,6.73,3.44,18.59
Wheat,West Bengal,271.9,26.5,101.0,54.9,39.4,8.15,2.25,15.73
Rice,Punjab,1771.8,42.1,126.1,70.4,50.4,7.13,3.74,17.26
Wheat,Bihar,541.2,29.9,100.1,29.6,30.8,6.34,6.04,15.58
Maize,Uttar Pradesh,234.3,25.9,114.5,25.8,30.8,5.95,5.2,14.72
Wheat,Punjab,269.4,18.3,180.5,57.1,15.7,6.2,6.87,14.68
Wheat,Madhya Pradesh,229.8,16.5,162.9,86.7,35.7,5.71,4.49,13.29
Wheat,West Bengal,262.4,24.1,68.2,39.7,40.7,7.44,7.35,12.94
Rice,Uttar Pradesh,1208.5,19.1,156.8,66.0,53.9,5.73,6.56,22.71
Rice,Maharashtra,1564.9,24.4,99.4,46.0,40.6,5.82,3.61,22.95
Wheat,Bihar,481.6,21.8,72.4,83.2,54.7,6.66,4.78,15.02
Wheat,Uttar Pradesh,590.1,21.1,180.1,36.3,34.3,7.49,7.27,14.58
Maize,Maharashtra,517.6,31.6,104.3,95.6,39.1,5.22,7.71,16.61
Maize,Punjab,888.0,30.9,139.1,100.1,27.1,5.16,1.14,14.21
Wheat,Uttar Pradesh,221.2,31.1,162.1,42.6,58.4,7.25,6.83,10.58
Wheat,Bihar,757.1,26.0,74.5,30.0,35.9,7.71,3.64,13.54
Rice,Uttar Pradesh,782.9,26.2,106.9,54.1,64.9,4.96,8.59,19.47
Maize,Madhya Pradesh,957.3,26.8,49.8,47.6,26.9,5.45,6.88,13.85
Rice,Punjab,954.6,34.3,98.5,73.9,25.8,6.92,5.25,20.69
Wheat,Uttar Pradesh,365.8,17.0,133.1,64.1,47.8,6.29,3.7,21.85
Rice,West Bengal,1653.9,40.6,155.7,77.6,37.6,6.7,7.06,16.13
Rice,Bihar,1475.4,19.2,174.1,34.7,48.8,4.99,2.49,17.72
Rice,West Bengal,1713.6,22.5,118.9,31.2,34.8,6.32,5.18,18.47
Wheat,Madhya Pradesh,809.0,27.5,145.8,20.5,58.2,6.35,7.45,13.49
Wheat,Bihar,252.3,16.0,90.2,90.0,36.0,5.82,5.91,14.77
Rice,Madhya Pradesh,608.1,29.5,110.2,31.8,41.1,6.17,1.99,19.84
Rice,Madhya Pradesh,1629.0,31.8,78.4,43.3,61.7,6.22,5.02,20.53
Rice,Madhya Pradesh,902.2,36.5,60.7,83.5,19.1,6.81,5.23,15.84
Maize,Maharashtra,572.0,22.9,123.4,54.0,24.7,6.69,6.94,22.15
Wheat,Bihar,497.6,23.5,143.8,43.1,46.5,6.75,1.77,18.74
Rice,Bihar,1742.4,31.9,58.3,22.4,25.4,5.32,0.64,13.71
Rice,Uttar Pradesh,1445.7,27.5,45.5,62.6,18.7,6.02,7.64,21.66
Rice,Madhya Pradesh,482.2,34.7,131.2,46.2,38.1,5.89,2.78,20.88
Rice,Punjab,2039.4,21.2,141.5,62.7,49.2,4.91,2.29,19.38
Maize,Madhya Pradesh,328.7,16.4,160.9,81.2,45.9,6.88,1.86,13.31
Wheat,Maharashtra,236.4,23.4,154.1,64.4,64.2,5.15,0.65,13.28
Wheat,Punjab,446.2,14.4,123.2,73.3,52.4,6.22,5.43,19.55
Maize,Bihar,1053.6,24.0,169.8,98.8,45.8,5.13,1.95,13.03
Wheat,Punjab,673.3,17.3,51.2,44.5,50.3,5.48,7.38,15.63
Rice,Madhya Pradesh,1423.2,42.4,91.1,57.4,49.5,5.46,5.04,23.91
Maize,West Bengal,674.9,19.4,159.1,64.8,31.9,6.39,6.89,17.2
Wheat,Bihar,571.9,28.8,163.4,21.0,27.5,6.16,5.58,14.18
Wheat,Madhya Pradesh,873.4,18.7,126.1,57.1,58.7,6.26,4.62,16.01
Rice,West Bengal,1372.3,23.1,167.8,44.3,16.0,5.9,1.68,19.51
Wheat,Punjab,310.0,16.0,83.6,80.1,51.3,6.77,8.29,13.04
Rice,Madhya Pradesh,1202.0,36.2,181.6,44.9,14.6,4.99,5.76,18.99
Wheat,Maharashtra,562.0,25.4,139.1,67.6,33.5,7.71,2.74,18.84
Wheat,West Bengal,813.3,24.6,159.1,70.9,21.6,8.18,7.97,12.65
Maize,Bihar,287.1,24.6,52.6,74.2,37.3,6.35,6.67,16.17
Maize,Uttar Pradesh,279.7,21.6,73.9,101.2,48.8,6.11,8.69,15.27
Wheat,West Bengal,462.0,27.8,173.5,54.0,21.0,7.02,7.54,17.34
Rice,West Bengal,1515.0,30.1,149.4,83.7,56.0,5.13,1.37,18.75
Maize,West Bengal,1046.2,31.0,128.7,68.8,40.0,6.76,7.17,18.53
Maize,Uttar Pradesh,641.5,18.9,97.1,60.6,39.8,7.39,4.41,20.13
Wheat,Punjab,281.3,24.9,160.6,79.5,46.0,5.82,3.5,13.04
Maize,Madhya Pradesh,397.5,19.7,177.9,30.1,20.0,7.64,7.88,12.79
Rice,West Bengal,1458.8,39.8,87.0,33.9,27.5,5.35,4.75,16.4
Maize,Madhya Pradesh,814.5,20.1,40.1,85.4,22.2,5.44,2.74,17.45
Maize,Uttar Pradesh,756.3,25.4,161.2,33.1,59.1,5.09,1.87,16.25
Rice,Punjab,1866.5,35.0,148.3,61.4,64.6,5.27,2.99,19.84
Rice,Maharashtra,1876.4,36.8,178.3,83.1,27.0,6.31,0.7,16.37
Rice,West Bengal,1162.8,27.3,45.4,40.8,20.3,4.93,5.83,16.65
Rice,Maharashtra,1246.0,30.0,101.6,80.0,21.9,6.08,6.38,19.39
Maize,Maharashtra,207.9,16.1,40.1,96.4,45.7,5.09,1.38,12.8
Wheat,West Bengal,321.3,11.2,77.8,54.1,33.5,8.05,4.48,14.82
Rice,Maharashtra,1642.9,34.0,100.7,56.2,40.0,4.73,5.28,19.2
Wheat,Madhya Pradesh,453.5,14.3,158.4,28.5,58.5,5.24,3.35,13.35
Maize,Bihar,581.8,25.3,168.5,57.8,57.2,6.54,0.62,18.97
Rice,West Bengal,1659.2,42.9,181.4,85.6,58.4,5.37,9.68,13.22
Rice,Punjab,1787.0,19.3,112.7,38.4,47.8,4.97,9.4,15.88
Maize,Uttar Pradesh,371.0,22.8,152.4,72.5,53.9,6.22,4.11,17.31
Maize,West Bengal,880.0,23.7,90.4,88.0,15.1,6.31,1.2,16.74
Rice,Madhya Pradesh,1028.0,17.5,176.6,59.0,44.5,6.16,5.73,21.81
Maize,Bihar,1048.3,20.6,171.2,88.1,51.1,7.61,3.58,13.1
